,S.No,date,startup name,Industry Vertical,SubVertical,City  Location,InvestmentnType,Rupees in crore,Investor Name,investor_cleaned,year,month
2522,2522,2016-10-13,Shoekonnect,eCommerce,B2B Marketplace for Shoes,Agra,Seed Funding,0.0,indian angel network,india quotient  letsventures angel fund,2016,October
2523,2523,2016-10-13,Maya,Consumer Internet,Womens Health Tracker App,Bangalore,Seed Funding,0.0,rajan anan,rajan anan from google,2016,October
2524,2524,2016-10-13,RoboVac,Technology,waterless car washing solution,Ahmedabad,Seed Funding,4.239,virendra patel,kunal shah  manish patel,2016,October
2525,2525,2016-10-14,Newspatrolling,Consumer Internet,Online News portal,New Delhi,Seed Funding,0.2355,undisclosed,undisclosed,2016,October
2526,2526,2016-10-14,Postman,Consumer Internet,API Platform,Bangalore,Private Equity,65.94,nexus venture partners,norwest venture partners,2016,October
2527,2527,2016-10-14,ISFC,Finance,Education Sector Lending,Hyderabad,Private Equity,56.52,gray matters capital,gray matters,2016,October
2528,2528,2016-10-14,BeatRoute,Technology,SAAS based mobile application platform,Gurgaon,Seed Funding,0.0,quarizon consultancy services llp,quarizon,2016,October
2529,2529,2016-10-14,Kidsstoppress,Consumer Internet,Parenting and Baby care Platform,Mumbai,Seed Funding,0.0,karan bhagat,karan bhagat,2016,October
2530,2530,2016-10-14,Innov8,Consumer Internet,Co-Working Spaces aggregator,Bangalore,Seed Funding,0.0,punit soni,punit soni,2016,October
2531,2531,2016-10-15,DailyHunt,Consumer Internet,Vernacular content mobile app,Bangalore,Private Equity,235.5,bytedance,bytedance,2016,October
2532,2532,2016-10-15,DailyHunt,Consumer Internet,Vernacular content mobile app,Bangalore,Private Equity,235.5,arun sarin,arun venkatachalam,2016,October
2533,2533,2016-10-15,DailyHunt,Consumer Internet,Vernacular content mobile app,Bangalore,Private Equity,235.5,matrix partner,bessemer venture partner,2016,October
2534,2534,2016-10-15,DailyHunt,Consumer Internet,Vernacular content mobile app,Bangalore,Private Equity,235.5,sequoia capital,quona capital,2016,October
2535,2535,2016-10-15,DailyHunt,Consumer Internet,Vernacular content mobile app,Bangalore,Private Equity,235.5,omidyar network,omidyar networks,2016,October
2536,2536,2016-10-15,DailyHunt,Consumer Internet,Vernacular content mobile app,Bangalore,Private Equity,235.5,xc2xa0 falcon edge,falcon edge,2016,October
2537,2537,2016-10-15,Tazzo Bikes,Consumer Internet,Motorbike rental platform,Hyderabad,Seed Funding,2.13834,dsg consumer partners,saama capital  dsg consumer partners,2016,October
2538,2538,2016-10-15,MyKindofJob,Consumer Internet,Internet & Fresher Job platform,Mumbai,Seed Funding,9.42,mayank shah,myntra  mitesh shah finance chief,2016,October
2539,2539,2016-10-15,MyKindofJob,Consumer Internet,Internet & Fresher Job platform,Mumbai,Seed Funding,9.42,shreyans shah,myntra  mitesh shah finance chief,2016,October
2540,2540,2016-10-17,Trilyo,Technology,B2B SAAS based product,Bangalore,Seed Funding,0.0,vishnu bhat,vishnu bhat,2016,October
2541,2541,2016-10-17,Trilyo,Technology,B2B SAAS based product,Bangalore,Seed Funding,0.0,rajiv lunkad,rajiv lunkad,2016,October
2542,2542,2016-10-17,Trilyo,Technology,B2B SAAS based product,Bangalore,Seed Funding,0.0,naresh ravindranath,naresh ravindranath,2016,October
2543,2543,2016-10-17,Rooter,Consumer Internet,Sports Social Network mobile app,New Delhi,Seed Funding,0.0,boman irani,boman irani,2016,October
2544,2544,2016-10-17,Rooter,Consumer Internet,Sports Social Network mobile app,New Delhi,Seed Funding,0.0,dhruv chitgopekar,dhruv chitgopekar,2016,October
2545,2545,2016-10-17,Rooter,Consumer Internet,Sports Social Network mobile app,New Delhi,Seed Funding,0.0,prantik dasgupta,prantik dasgupta,2016,October
2546,2546,2016-10-17,Yumigo,Consumer Internet,App based Travel Discovery and Transactions platform,Gurgaon,Seed Funding,2.826,hemant sahni,hemang sahani,2016,October
2547,2547,2016-10-17,Rentalpha,Others,equipment rental and leasing company,Mumbai,Private Equity,150.72,bravia capital,trifecta capital advisors,2016,October
2548,2548,2016-10-18,3Dexter,Technology,3D Printing Solutions for Edu space,New Delhi,Seed Funding,1.413,newbie promoters,newbie promoters,2016,October
2549,2549,2016-10-18,BabyChakra,Consumer Internet,Parenting and Child Care portal,Mumbai,Private Equity,0.0,roundglass partners,roundglass partners llc,2016,October
2550,2550,2016-10-18,Coppre,eCommerce,Copper based items etailer,Pune,Seed Funding,0.0,ganesh natarajan,r natarajan,2016,October
2551,2551,2016-10-18,MySUN,Technology,Solar Energy harnessing products marketplace,Noida,Private Equity,23.55,general catalyst partners,general catalyst,2016,October
2552,2552,2016-10-18,ePathsala,Technology,Cloud based ERP for Accreditation & ICT,Bangalore,Seed Funding,0.0,hyderabad angels,hyderabad angels at startup heroes event,2016,October
2553,2553,2016-10-18,ePathsala,Technology,Cloud based ERP for Accreditation & ICT,Bangalore,Seed Funding,0.0,tlabs,tlabs,2016,October
2554,2554,2016-10-19,Furlenco,Consumer Internet,Online Furniture Rental platform,Bangalore,Private Equity,282.6,lightbox ventures,lightbox ventures  others,2016,October
2555,2555,2016-10-19,Furlenco,Consumer Internet,Online Furniture Rental platform,Bangalore,Private Equity,282.6,axis capital,patni family office  axis capital,2016,October
2556,2556,2016-10-19,Furlenco,Consumer Internet,Online Furniture Rental platform,Bangalore,Private Equity,282.6,others,other,2016,October
2557,2557,2016-10-19,Fisdom,Consumer Internet,Personal Wealth Management Platform & App,Bangalore,Private Equity,10.362,saama capital,saama capital  dsg consumer partners,2016,October
2558,2558,2016-10-19,Fisdom,Consumer Internet,Personal Wealth Management Platform & App,Bangalore,Private Equity,10.362,raghunan g,raghunan gangappa,2016,October
2559,2559,2016-10-19,Fisdom,Consumer Internet,Personal Wealth Management Platform & App,Bangalore,Private Equity,10.362,aprameya radhakrishna,aprameya radhakrishnan,2016,October
2560,2560,2016-10-19,Actofit,Technology,Wearable Technology platform & devices,Mumbai,Private Equity,7.065,next orbit ventures fund,axilor ventures,2016,October
2561,2561,2016-10-20,Stayology,Consumer Internet,Stay & Travel related services,Bangalore,Seed Funding,0.0,ranjan pai,dr ranjan pai,2016,October
2562,2562,2016-10-20,Hipcask,Consumer Internet,Alcoholic beverage discovery platform,Mumbai,Seed Funding,0.0,mobikon,m,2016,October
2563,2563,2016-10-20,RailYatri,Consumer Internet,Train Travel Info mobile app,Noida,Private Equity,0.0,helion ventures,helion venture,2016,October
2564,2564,2016-10-20,RailYatri,Consumer Internet,Train Travel Info mobile app,Noida,Private Equity,0.0,blume ventures,blume ventures  rtp global,2016,October
2565,2565,2016-10-21,ChatOnGo,Consumer Internet,Hyperlocal\\xc2\\xa0 Communication Mobile app,Mumbai,Seed Funding,2.826,janak jain,aj ventures  jain international trade organisation jito,2016,October
2566,2566,2016-10-23,WOTU,eCommerce,B2B Marketplace for traders,Bangalore,Seed Funding,0.0,kae capital,vc firms india quotient  kae capital,2016,October
2567,2567,2016-10-24,Healthians,Consumer Internet,Health Test Discovery & Ordering service,Gurgaon,Private Equity,28.26,beenext,denlow investment trust  beenext,2016,October
2568,2568,2016-10-24,Box8,Consumer Internet,Online Food Ordering platform/App,Mumbai,Private Equity,70.65,iifl seed ventures fund,iifl seed ventures,2016,October
2569,2569,2016-10-24,Box8,Consumer Internet,Online Food Ordering platform/App,Mumbai,Private Equity,70.65,mayfield ventures,mayfield,2016,October
2570,2570,2016-10-25,Kredx,eCommerce,Invoice discounting marketplace,Bangalore,Private Equity,56.52,sequoia capital,quona capital,2016,October
2571,2571,2016-10-25,CreditMate,Consumer Internet,Credit Report Info platform,Mumbai,Seed Funding,4.71,india quotient,india quotient  letsventures angel fund,2016,October
2572,2572,2016-10-25,Pickrr,Technology,Courier Logistics & Order management Solutions,New Delhi,Seed Funding,0.0,swastika company ltd,swastika company pvt ltd,2016,October
2573,2573,2016-10-25,SatvaKart,eCommerce,Online Grocery Etailer,Gurgaon,Seed Funding,0.0,nimit panigrahi,nimit panigrahi,2016,October
2574,2574,2016-10-25,SooperMO,Technology,Android utility app suite creator,Gurgaon,Seed Funding,0.942,lalit vase,lalit vase,2016,October
2575,2575,2016-10-26,OrangeTwig,Consumer Internet,Social Media Marketing platform,New Delhi,Seed Funding,9.42,undisclosed,undisclosed,2016,October
2576,2576,2016-10-26,Wooplr,Consumer Internet,Fashion Discovery App,Bangalore,Seed Funding,0.0,astarc ventures,abstract ventures,2016,October
2577,2577,2016-10-26,Wooplr,Consumer Internet,Fashion Discovery App,Bangalore,Seed Funding,0.0,an chrasekaran,ping an global voyager fund,2016,October
2578,2578,2016-10-26,The Kettlery,eCommerce,Online Tea Etailer,Ahmedabad,Private Equity,9.42,hooting starts sports llp,man capital llp,2016,October
2579,2579,2016-10-26,The Kettlery,eCommerce,Online Tea Etailer,Ahmedabad,Private Equity,9.42,franchise india brs,franchise india,2016,October
2580,2580,2016-10-27,Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bangalore,Private Equity,6.594,1crowd,1crowd through crowd funding,2016,October
2581,2581,2016-10-27,Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bangalore,Private Equity,6.594,eureka forbes ltd,spring canter investment ltd,2016,October
2582,2582,2016-10-27,Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bangalore,Private Equity,6.594,shapoorji pallonji,shapoorji pallonji,2016,October
2583,2583,2016-10-27,Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bangalore,Private Equity,6.594,co ltd,titan co ltd,2016,October
2584,2584,2016-10-27,FR8,Technology,Truck Fleet Operation platform,Chennai,Private Equity,9.14682,omnivore partners,omnivore,2016,October
2585,2585,2016-10-27,Ather Energy,Technology,Electric Vehicle Manufacturer,Bangalore,Private Equity,254.34,hero motocorp,co,2016,October
2586,2586,2016-10-28,Pikkol,Logistics,Relocation Service provider,Bangalore,Seed Funding,0.0,ajay nanavati,pidilite industries director ajay parekh,2016,October
2587,2587,2016-10-28,Pikkol,Logistics,Relocation Service provider,Bangalore,Seed Funding,0.0,afsal salu,fs,2016,October
2588,2588,2016-10-29,Velmenni,Technology,LiFi based wireless communication provider,New Delhi,Seed Funding,0.942,kalaari capital,romulus capital  kalaari capital,2016,October
2589,2589,2016-10-29,Volta Motors,Technology,Electric Bike Manufacturer,Chennai,Seed Funding,0.942,kalaari capital,romulus capital  kalaari capital,2016,October
2590,2590,2016-10-29,Cyclops,Technology,Clinical and Wearable Diagnostic Product creator,Bangalore,Seed Funding,0.942,kalaari capital,romulus capital  kalaari capital,2016,October
2591,2591,2016-10-30,Impact Analytics,Technology,Business intelligence and data science Startup,Bangalore,Private Equity,7.065,aarin capital,xc2xa0 aarin capital,2016,October
2592,2592,2016-10-30,Impact Analytics,Technology,Business intelligence and data science Startup,Bangalore,Private Equity,7.065,michael herzig,michael,2016,October
2593,2593,2016-10-30,Impact Analytics,Technology,Business intelligence and data science Startup,Bangalore,Private Equity,7.065,ashish lakhanpal,ashish ch,2016,October
2594,2594,2016-10-31,Talent Next,Consumer Internet,Talent Discovery & Audition management platform,Mumbai,Seed Funding,9.42,karanpal singh,imanpreet singh arora,2016,October
2595,2595,2016-10-31,Talent Next,Consumer Internet,Talent Discovery & Audition management platform,Mumbai,Seed Funding,9.42,others,other,2016,October
2596,2596,2016-09-01,Mad Street Den,Technology,Artificial Intelligence platform,Chennai,Private Equity,0.0,sequoia capital,quona capital,2016,September
2597,2597,2016-09-01,Mad Street Den,Technology,Artificial Intelligence platform,Chennai,Private Equity,0.0,exfinity ventures,exfinity venture,2016,September
2598,2598,2016-09-01,Mad Street Den,Technology,Artificial Intelligence platform,Chennai,Private Equity,0.0,growx ventures,growx,2016,September
2599,2599,2016-09-01,Mihup,Technology,Personal Digital Assistant,Kolkata,Private Equity,63.114,accel,accel,2016,September
2600,2600,2016-09-01,Renowala,eCommerce,Home Improvement Marketplace,Hyderabad,Seed Funding,0.0,pradeep dhobale,puneet gupta  pradeep k jaisingh,2016,September
2601,2601,2016-09-01,Lucideus,Technology,IT Risk Assessment and Digital Security Services provider.,New Delhi,Seed Funding,0.0,amit choudhary,amit singhal  unitus seed fund,2016,September
2602,2602,2016-09-04,Trackbizz,Technology,Field Force Automation System,Kochi,Private Equity,0.0,grasshoppers,grasshoppers,2016,September
2603,2603,2016-09-05,Social Quotient,Technology,Platform for Social Causes,Mumbai,Seed Funding,0.0,anita dongre,anita dongre,2016,September
2604,2604,2016-09-05,Social Quotient,Technology,Platform for Social Causes,Mumbai,Seed Funding,0.0,yash dongre,yash dongre,2016,September
2605,2605,2016-09-05,Social Quotient,Technology,Platform for Social Causes,Mumbai,Seed Funding,0.0,milind sarwate,il,2016,September
2606,2606,2016-09-05,Stalk Buy Love,eCommerce,Fashion Apparel eTailer,New Delhi,Seed Funding,0.0,william bissel,william bissell,2016,September
2607,2607,2016-09-06,eShakti,eCommerce,Women\xe2\x80\x99s Fashion Apparel eTailer,Chennai,Private Equity,12.717,infina finance pvt ltd,bennett coleman  company ltd bccl,2016,September
2608,2608,2016-09-06,eShakti,eCommerce,Women\xe2\x80\x99s Fashion Apparel eTailer,Chennai,Private Equity,12.717,uday kotak,kotak mahindra bank,2016,September
2609,2609,2016-09-06,CheersOye!,Consumer Internet,Online Gift Vouchers platform,Mumbai,Seed Funding,4.71,undisclosed,undisclosed,2016,September
2610,2610,2016-09-06,Lenskart,eCommerce,Online Eyewear eTailer,New Delhi,Private Equity,0.0,premjiinvest,premji invest,2016,September
2611,2611,2016-09-06,BigStylist,Consumer Internet,Hyperlocal doorstep Beauty Services provider,Mumbai,Private Equity,8.478,info edge india ltd,info edge india ltd  temasek,2016,September
2612,2612,2016-09-07,Zilingo,eCommerce,Online Fashion Retailer,Bangalore/ Bangkok,Private Equity,75.36,venturra capital,trifecta capital advisors,2016,September
2613,2613,2016-09-07,Zilingo,eCommerce,Online Fashion Retailer,Bangalore/ Bangkok,Private Equity,75.36,sequoia capital,quona capital,2016,September
2614,2614,2016-09-07,Zilingo,eCommerce,Online Fashion Retailer,Bangalore/ Bangkok,Private Equity,75.36,susquehanna international groupxc2xa0 wavemaker partners,susquehanna growth equity,2016,September
2615,2615,2016-09-07,Zilingo,eCommerce,Online Fashion Retailer,Bangalore/ Bangkok,Private Equity,75.36,beenext,denlow investment trust  beenext,2016,September
2616,2616,2016-09-07,Zilingo,eCommerce,Online Fashion Retailer,Bangalore/ Bangkok,Private Equity,75.36,beenos,beenos asia,2016,September
2617,2617,2016-09-07,Zilingo,eCommerce,Online Fashion Retailer,Bangalore/ Bangkok,Private Equity,75.36,digital garage,digital garage inc,2016,September
2618,2618,2016-09-07,Alternacare,Consumer Internet,Online Doctor Consulting platform,New Delhi,Seed Funding,4.71,eros labs,pine labs pte ltd,2016,September
2619,2619,2016-09-07,Simplilearn,Education,Online Certification programs,Bangalore,Private Equity,56.52,innoven capital india,innoven capital,2016,September
2620,2620,2016-09-07,Prozo,eCommerce,Study Material Marketplace,Gurgaon,Seed Funding,2.9673,earlsfield capital,lok capital,2016,September
2621,2621,2016-09-07,Prozo,eCommerce,Study Material Marketplace,Gurgaon,Seed Funding,2.9673,sailender solanki,ola,2016,September
2622,2622,2016-09-07,Prozo,eCommerce,Study Material Marketplace,Gurgaon,Seed Funding,2.9673,rajiv solanki,ola,2016,September
2623,2623,2016-09-08,TopRankers,Education,Online Test Preparation platform,Bangalore,Seed Funding,6.3114,careernet consulting pvt ltd,pine labs pte ltd,2016,September
2624,2624,2016-09-08,TopRankers,Education,Online Test Preparation platform,Bangalore,Seed Funding,6.3114,ideation initiative pvt ltd,pine labs pte ltd,2016,September
2625,2625,2016-09-08,BuildTraders,eCommerce,Online Construction Materials Marketplace,Bangalore,Seed Funding,1.884,idein ventures,india ventures,2016,September
2626,2626,2016-09-09,BYJU'S,Education,Online Learning App,Bangalore,Private Equity,471.0,chan zuckerberg initiative,chan zuckerberg initiative,2016,September
2627,2627,2016-09-09,BYJU'S,Education,Online Learning App,Bangalore,Private Equity,471.0,times internet ltd,times internet,2016,September
2628,2628,2016-09-09,BYJU'S,Education,Online Learning App,Bangalore,Private Equity,471.0,sequoia capital,quona capital,2016,September
2629,2629,2016-09-09,BYJU'S,Education,Online Learning App,Bangalore,Private Equity,471.0,sofina,sofina sa,2016,September
2630,2630,2016-09-09,BYJU'S,Education,Online Learning App,Bangalore,Private Equity,471.0,lightspeed ventures,lightspeed,2016,September
2631,2631,2016-09-09,NoBroker,Consumer Internet,Online Home Rental platform,Bangalore,Seed Funding,0.0,an chrasekaran,ping an global voyager fund,2016,September
2632,2632,2016-09-10,Freshboxx,eCommerce,Fruits & vegetable eTailer,Hubli,Seed Funding,0.0,ravi linganuri,ravi iyer,2016,September
2633,2633,2016-09-10,CureInstant,Consumer Internet,Social Health Networking Platform,New Delhi,Seed Funding,1.413,dr rameshwar kumar,saket kumar,2016,September
2634,2634,2016-09-10,Poshtic,Consumer Internet,Online health & Wellness platform,Noida,Seed Funding,4.239,havya sharma,vijay shekhar sharma,2016,September
2635,2635,2016-09-10,Poshtic,Consumer Internet,Online health & Wellness platform,Noida,Seed Funding,4.239,amit nagar,amit singhal  unitus seed fund,2016,September
2636,2636,2016-09-10,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,Seed Funding,0.0,harinder takhar,harinder takhar,2016,September
2637,2637,2016-09-10,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,Seed Funding,0.0,zain raj,raj singh bhal,2016,September
2638,2638,2016-09-10,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,Seed Funding,0.0,dr prasad kaipa,dr apoorv ranjan sharma,2016,September
2639,2639,2016-09-10,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,Seed Funding,0.0,abaran deep,abaran deep,2016,September
2640,2640,2016-09-10,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,Seed Funding,0.0,aseem sood,aditya dev sood,2016,September
2641,2641,2016-09-10,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,Seed Funding,0.0,mustafa patni,arihant patni of patni family office,2016,September
2642,2642,2016-09-12,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,Seed Funding,4.22016,augment ventures,breakthrough energy ventures,2016,September
2643,2643,2016-09-12,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,Seed Funding,4.22016,rahul kayan,rajesh yohanan  rahul garg,2016,September
2644,2644,2016-09-12,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,Seed Funding,4.22016,nikhil golcha,il,2016,September
2645,2645,2016-09-12,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,Seed Funding,4.22016,shubham gupta,prashant gupta  others,2016,September
2646,2646,2016-09-12,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,Seed Funding,4.22016,roy kwan,kwan entertainment,2016,September
2647,2647,2016-09-12,Inuxu,Technology,Online Advertising Solutions,Pune,Private Equity,28.26,fork media,gree ventures  summit media,2016,September
2648,2648,2016-09-12,Nykaa,eCommerce,Online Beauty products eTailer,Mumbai,Private Equity,115.866,sunil munjal,sunil kant munjal,2016,September
2649,2649,2016-09-12,Nykaa,eCommerce,Online Beauty products eTailer,Mumbai,Private Equity,115.866,mariwala family,il,2016,September
2650,2650,2016-09-12,Glam Studios,Consumer Internet,Beauty Salon Aggregator,Noida,Seed Funding,2.826,pradeep mirani,puneet gupta  pradeep k jaisingh,2016,September
2651,2651,2016-09-12,Glam Studios,Consumer Internet,Beauty Salon Aggregator,Noida,Seed Funding,2.826,aqeel ahmed,aqeel ahmed,2016,September
2652,2652,2016-09-12,Glam Studios,Consumer Internet,Beauty Salon Aggregator,Noida,Seed Funding,2.826,an ladsariya,ping an global voyager fund,2016,September
2653,2653,2016-09-12,Glam Studios,Consumer Internet,Beauty Salon Aggregator,Noida,Seed Funding,2.826,nitin agarwal,vipin agarwal  others,2016,September
2654,2654,2016-09-13,Findow,Consumer Internet,Fashion Discovery Mobile app,Bangalore,Seed Funding,0.0,raj singh bhal,imanpreet singh arora,2016,September
2655,2655,2016-09-13,IdeaChakki,Consumer Internet,Restaurant Menu & Food mobile app,Delhi,Seed Funding,0.0,ratan tata,rata tata,2016,September
2656,2656,2016-09-13,ShoeKonnect,eCommerce,Footwear & Leather B2B App,Agra,Seed Funding,0.0,indian angel network,india quotient  letsventures angel fund,2016,September
2657,2657,2016-09-13,NearBuy,Consumer Internet,Online Deals & Discount platform,Gurgaon,Private Equity,23.55,blacksoil capital pvt ltd,blacksoil,2016,September
2658,2658,2016-09-14,ZeroInfy,Consumer Internet,Online Video Lectures platform,Kolkata,Seed Funding,0.0,calcutta angels network,calcutta angel network,2016,September
2659,2659,2016-09-14,Flocareer,Consumer Internet,Jobs & Skill Validation platform,Bangalore,Seed Funding,1.413,indian angel network,india quotient  letsventures angel fund,2016,September
2660,2660,2016-09-14,Flocareer,Consumer Internet,Jobs & Skill Validation platform,Bangalore,Seed Funding,1.413,sidhartha hazarika,sidhartha hazarika,2016,September
2661,2661,2016-09-14,Flocareer,Consumer Internet,Jobs & Skill Validation platform,Bangalore,Seed Funding,1.413,others,other,2016,September
2662,2662,2016-09-14,LensPick,eCommerce,eyewear eTailer,Bangalore,Private Equity,0.0,scadea solutions inc,inc,2016,September
2663,2663,2016-09-15,infeedo,Consumer Internet,Employee engagement platform,Gurgaon,Seed Funding,1.884,dheeraj jain,dheerag jain,2016,September
2664,2664,2016-09-15,infeedo,Consumer Internet,Employee engagement platform,Gurgaon,Seed Funding,1.884,palash jain,aj ventures  jain international trade organisation jito,2016,September
2665,2665,2016-09-15,infeedo,Consumer Internet,Employee engagement platform,Gurgaon,Seed Funding,1.884,anupam mittal,ajay relan  vinay mittal,2016,September
2666,2666,2016-09-15,infeedo,Consumer Internet,Employee engagement platform,Gurgaon,Seed Funding,1.884,ameera shah,myntra  mitesh shah finance chief,2016,September
2667,2667,2016-09-15,infeedo,Consumer Internet,Employee engagement platform,Gurgaon,Seed Funding,1.884,xc2xa0 vivek bhargava,vivek bhargava,2016,September
2668,2668,2016-09-15,infeedo,Consumer Internet,Employee engagement platform,Gurgaon,Seed Funding,1.884,rahul singh,rajesh yohanan  rahul garg,2016,September
2669,2669,2016-09-15,infeedo,Consumer Internet,Employee engagement platform,Gurgaon,Seed Funding,1.884,ambarish gupta,prashant gupta  others,2016,September
2670,2670,2016-09-15,Furlenco,eCommerce,Online furniture rental startup,Bangalore,Private Equity,47.1,lightbox ventures  others,lightbox ventures,2016,September
2671,2671,2016-09-15,GoPigeon,Consumer Internet,on-demand logistics service provider,Bangalore,Private Equity,14.13,nexus venture partners,norwest venture partners,2016,September
2672,2672,2016-09-16,NewsDistill,Consumer Internet,City based News Aggregator App,Hyderabad,Seed Funding,0.942,ganesh narasimhan,k ganesh,2016,September
2673,2673,2016-09-16,NewsDistill,Consumer Internet,City based News Aggregator App,Hyderabad,Seed Funding,0.942,ramana thumu,ramana thumu,2016,September
2674,2674,2016-09-16,NewsDistill,Consumer Internet,City based News Aggregator App,Hyderabad,Seed Funding,0.942,sudhir mallem,sudhir mallem,2016,September
2675,2675,2016-09-16,DoctorInsta,Consumer Internet,Online Doctor Consultations,Gurgaon,Private Equity,9.42,roundglass partners,roundglass partners llc,2016,September
2676,2676,2016-09-19,Milofy,Consumer Internet,Couple Socialization App,Bangalore,Seed Funding,7.065,accel,accel,2016,September
2677,2677,2016-09-19,Liqvid,Technology,Integrated eLearning content solutions,New Delhi,Private Equity,0.0,gray matters capital,gray matters,2016,September
2678,2678,2016-09-19,Swiggy,Consumer Internet,Online Food Ordering & Delivery,Bangalore,Private Equity,141.3,bessemer venture partners,bessemer venture partner,2016,September
2679,2679,2016-09-20,Codemojo,Consumer Internet,Customer Engagement Platform,Bangalore,Seed Funding,0.0,cio angel network,cio angel network can,2016,September
2680,2680,2016-09-20,JustLikeNew,eCommerce,Online gadget Repair Services Marketplace,Hyderabad,Seed Funding,4.71,letsventure,lets venture,2016,September
2681,2681,2016-09-20,JoeHukum,Technology,Enterprise customer engagement solutions,New Delhi,Seed Funding,0.0,sumit jain,aj ventures  jain international trade organisation jito,2016,September
2682,2682,2016-09-21,Co Life,Consumer Internet,shared living and working spaces platform,Bangalore,Seed Funding,9.42,undisclosed,undisclosed,2016,September
2683,2683,2016-09-21,PurpleDocs,Consumer Internet,Electronic Health care records platform,Vadodara,Seed Funding,0.0,kellygamma,kellygamma,2016,September
2684,2684,2016-09-21,PurpleDocs,Consumer Internet,Electronic Health care records platform,Vadodara,Seed Funding,0.0,lead angels,lead angels network,2016,September
2685,2685,2016-09-21,PurpleDocs,Consumer Internet,Electronic Health care records platform,Vadodara,Seed Funding,0.0,others,other,2016,September
2686,2686,2016-09-21,Pepperfry,eCommerce,Furniture eTailer,Mumbai,Private Equity,294.846,goldman sachs group,goldman sachs,2016,September
2687,2687,2016-09-21,Pepperfry,eCommerce,Furniture eTailer,Mumbai,Private Equity,294.846,zodius technology fund,hr technology fund,2016,September
2688,2688,2016-09-21,Pepperfry,eCommerce,Furniture eTailer,Mumbai,Private Equity,294.846,norwest venture partners,rwe,2016,September
2689,2689,2016-09-21,Pepperfry,eCommerce,Furniture eTailer,Mumbai,Private Equity,294.846,bertelsmann india,bertelsmann india investments,2016,September
2690,2690,2016-09-21,eQuickies,eCommerce,Online Book etailer,Ahmedabad,Seed Funding,2.80716,lothal angel ventures,rps ventures,2016,September
2691,2691,2016-09-21,Khel Now,Consumer Internet,Mobile-based social networking platform,New Delhi,Seed Funding,3.297,indian angel network,india quotient  letsventures angel fund,2016,September
2692,2692,2016-09-22,Gadgetwood,Consumer Internet,On-Demand Gadget repair services platform,New Delhi,Private Equity,56.52,carpediem capital,tem capital,2016,September
2693,2693,2016-09-22,DailyRounds,Consumer Internet,Mobile App for Doctors,Bangalore,Private Equity,0.0,accel,accel,2016,September
2694,2694,2016-09-22,DailyRounds,Consumer Internet,Mobile App for Doctors,Bangalore,Private Equity,0.0,beenext,denlow investment trust  beenext,2016,September
2695,2695,2016-09-22,DailyRounds,Consumer Internet,Mobile App for Doctors,Bangalore,Private Equity,0.0,powerhouse ventures,powerhouse ventures usa,2016,September
2696,2696,2016-09-22,DailyRounds,Consumer Internet,Mobile App for Doctors,Bangalore,Private Equity,0.0,akusa holdings,usa,2016,September
2697,2697,2016-09-22,Flixy Games,Technology,Mobile Game Publisher for Indian audience,Bangalore,Seed Funding,4.0035,rebright partners,redbright partners,2016,September
2698,2698,2016-09-22,HashTaag,Technology,Mobile App Development company,Bangalore,Seed Funding,9.42,undisclosed,undisclosed,2016,September
2699,2699,2016-09-22,PharmaRack,Technology,SAAS application for Pharma Industry,Pune,Private Equity,7.0179,currae healthtech fund,india quotient  letsventures angel fund,2016,September
2700,2700,2016-09-22,PharmaRack,Technology,SAAS application for Pharma Industry,Pune,Private Equity,7.0179,unicorn india ventures,unicorn india ventures  isme ace,2016,September
2701,2701,2016-09-23,xc2xa0CloudCherry,Technology,CRM SAAS Platform,Chennai,Private Equity,56.52,vertex ventures,vertex ventures southeast asia sea  india  sistema asia fund,2016,September
2702,2702,2016-09-23,xc2xa0CloudCherry,Technology,CRM SAAS Platform,Chennai,Private Equity,56.52,cisco ventures,co,2016,September
2703,2703,2016-09-23,xc2xa0CloudCherry,Technology,CRM SAAS Platform,Chennai,Private Equity,56.52,idg ventures,idg venture,2016,September
2704,2704,2016-09-23,Parentlane,Consumer Internet,Social Platform for babycare and parenting,Bangalore,Seed Funding,0.0,rohit ma,m,2016,September
2705,2705,2016-09-23,First Moms Club,Consumer Internet,Social Network for Mothers,Mumbai,Seed Funding,0.0,idea wave labs,dilip khwelwal from sap labs india,2016,September
